,discoverymethod,pl_masse,pl_name,pl_orbper,pl_rade
2746,Radial Velocity,,BD-06 1339 b,3.8728,
2747,Radial Velocity,4003.68444,HD 149806 b,16521.52778,
2748,Radial Velocity,,BD-06 1339 c,125.94,
2749,Radial Velocity,1744.56013,HD 135872 b,2422.32597,
2750,Radial Velocity,1598.67689,HD 190228 b,1143.59858,
2751,Radial Velocity,2511.7979,HD 88072 b,18538.79293,
2752,Radial Velocity,2988.54051,GJ 9714 b,19240.75467,
2753,Radial Velocity,,HD 167768 b,20.6532,
2754,Radial Velocity,166.54209,HD 217958 b,2560.19774,
2755,Radial Velocity,2877.30057,HD 86065 b,25775.78859,
2756,Radial Velocity,3786.60764,HD 23596 b,1535.11912,
2757,Radial Velocity,,HD 106270 b,1888.0,
2758,Radial Velocity,8612.832,HD 110537 b,24469.67342,
2759,Radial Velocity,2589.98369,HIP 35965 b,26125.56497,
2760,Radial Velocity,1825.28854,HD 10697 b,1075.3799,
2761,Imaging,1017.0509,AF Lep b,8030.0,
2762,Radial Velocity,949.67128,HD 72659 b,3549.39854,
2763,Radial Velocity,6935.33367,HD 109988 b,17132.15854,
2764,Radial Velocity,1880.90851,HD 56957 b,5859.08992,
2765,Transit,,Kepler-856 b,8.02768059,9.3
2766,Transit,,Kepler-450 c,15.413135,2.62
2767,Transit,,HR 858 d,11.23,2.164
2768,Transit,254.264,WASP-187 b,5.147878,18.383
2769,Transit,,Kepler-495 b,3.41303622,5.23
2770,Transit,,Kepler-495 c,5.89660978,1.219
2771,Transit,,Kepler-1726 b,18.39629936,2.509
2772,Transit,,K2-58 d,22.8827,1.71
2773,Transit,,Kepler-493 b,3.00387658,15.13
2774,Radial Velocity,,BD+20 2457 b,379.63,
2775,Transit,95.34852,TOI-4406 b,30.08364,11.209
2776,Transit,1900.61387,TOI-2338 b,22.65398,11.209
2777,Imaging,8581.36699,PZ Tel b,44000.0,
2778,Microlensing,460.85119,KMT-2018-BLG-0030L b,,
2779,Microlensing,73.10053,KMT-2018-BLG-0087L b,,
2780,Microlensing,670.61794,KMT-2018-BLG-0247L b,,
2781,Microlensing,44.49598,OGLE-2018-BLG-0298L b,,
2782,Microlensing,365.50267,KMT-2018-BLG-2602L b,,
2783,Microlensing,289.22385,OGLE-2018-BLG-1119L b,,
2784,Transit,638.8351,K2-114 b,11.3909311,10.447
2785,Transit,1.258,TOI-1450 A b,2.0439274,1.13
2786,Transit,,K2-353 b,15.466805,5.55
2787,Transit,,Kepler-210 b,2.453234,2.94
2788,Radial Velocity,3222.46222,bet Pic c,1192.77951,
2789,Radial Velocity,,HD 70642 b,2124.54,
2790,Radial Velocity,2884.92845,HD 25015 b,6134.427,
2791,Radial Velocity,2966.61035,HD 191806 b,1603.38923,
2792,Radial Velocity,1913.64484,HD 95544 b,2041.54152,
2793,Radial Velocity,,HD 103891 b,1919.0,
2794,Radial Velocity,6547.26518,HIP 948 b,24955.45756,
2795,Radial Velocity,,HD 30562 b,1157.0,
2796,Radial Velocity,4309.11754,HIP 67537 b,2523.64713,
2797,Radial Velocity,,HD 69123 b,1193.3,
2798,Microlensing,150.0,OGLE-2012-BLG-0724L b,,
2799,Transit,92.17,Kepler-427 b,10.290994,13.79
2800,Transit,,K2-117 c,5.444017,2.06
2801,Transit,,TOI-2411 b,0.7826942,1.68
2802,Transit,1102.82,CoRoT-18 b,1.9000693,14.68
2803,Radial Velocity,,BD+20 2457 c,621.99,
2804,Radial Velocity,,HD 179949 b,3.092514,
2805,Radial Velocity,,HD 29399 b,892.7,
2806,Transit,19.5,TOI-2285 b,27.26955,1.74
2807,Microlensing,4.67,KMT-2019-BLG-1806L b,,
2808,Transit,,K2-253 b,4.00167,12.67
2809,Transit,,Kepler-1052 b,34.8538276,2.93
2810,Transit,947.12865,NGTS-20 b,54.18915,11.994
2811,Transit,415.704,CoRoT-13 b,4.03519,9.92
2812,Transit,,K2-84 b,6.4215,2.41
2813,Transit,,EPIC 201754305 d,2.71578,1.03
2814,Transit,1147.36055,TOI-558 b,14.574071,12.173
2815,Transit,,K2-8 c,5.06416,2.41
2816,Transit,1538.2972,NGTS-13 b,4.119027,12.801
2817,Transit,,K2-83 c,9.99767,1.483
2818,Transit,,K2-176 b,5.329439,1.491
2819,Transit,21.3,K2-66 b,5.06963,2.49
2820,Transit,,K2-204 b,7.055784,3.046
2821,Transit,,K2-195 b,15.852975,3.13
2822,Transit,,K2-4 b,10.003417,2.1
2823,Transit,,K2-91 b,1.419549,1.1
2824,Transit,,K2-219 d,11.137278,2.576
2825,Transit,,K2-37 b,4.44117,1.61
2826,Transit,,K2-139 b,28.380619,9.11
2827,Transit,,K2-189 b,2.588309,1.52
2828,Radial Velocity,1392.0954,HD 80606 b,111.4367,11.994
2829,Transit,,K2-193 b,14.786889,3.95
2830,Transit,,K2-170 c,12.400047,1.802
2831,Transit,,K2-5 c,10.93241,2.26
2832,Transit,,K2-71 b,6.98541,2.15
2833,Transit,,K2-215 b,8.269648,2.124
2834,Transit,,K2-69 b,7.06599,2.32
2835,Radial Velocity,,HD 108874 b,394.48123,
2836,Radial Velocity,,HD 177830 b,410.10001,
2837,Radial Velocity,,HD 210277 b,442.19,
2838,Radial Velocity,,HD 7924 b,5.39792,
2839,Radial Velocity,,HD 8574 b,227.0,
2840,Transit,,Kepler-970 b,16.736525,2.609
2841,Radial Velocity,,HD 90156 b,49.77,
2842,Microlensing,3.54,KMT-2017-BLG-1194L b,,
2843,Microlensing,9.2,KMT-2019-BLG-0253L b,,
2844,Microlensing,20.1,OGLE-2018-BLG-0516L b,,
2845,Microlensing,6.4,OGLE-2018-BLG-0977L b,,
2846,Imaging,,LkCa 15 b,,
2847,Radial Velocity,,HD 130322 b,10.70871,
2848,Radial Velocity,,HD 102195 b,4.11377,
2849,Radial Velocity,,HD 2638 b,3.4442,
2850,Radial Velocity,,GJ 317 c,6739.323,
2851,Radial Velocity,,GJ 414 A c,749.83,8.4
2852,Radial Velocity,,HD 46375 b,3.023573,
2853,Radial Velocity,,HD 192310 b,74.72,
2854,Radial Velocity,,HD 115954 b,3700.0,
2855,Radial Velocity,2510.52659,HD 11505 b,32669.22247,
2856,Radial Velocity,,HD 32963 b,2372.0,
2857,Radial Velocity,1609.80088,HD 80869 b,1752.92067,
2858,Radial Velocity,,HD 55696 b,1827.0,
2859,Radial Velocity,8646.20398,HD 125390 b,1757.39151,
2860,Radial Velocity,,HD 34445 b,1049.0,
2861,Radial Velocity,,GJ 15 A b,11.4407,
2862,Radial Velocity,,GJ 15 A c,7600.0,
2863,Radial Velocity,6098.17365,HIP 97233 b,1062.26506,
2864,Imaging,4767.4261,BD+60 1417 b,,14.684
2865,Transit,1462.01067,Kepler-1708 b,737.1131,9.96
2866,Transit,99.2,KOI-4777.01,0.412,0.51
2867,Radial Velocity,,HIP 5763 b,30.014,
2868,Radial Velocity,,HIP 34222 b,159.986,
2869,Radial Velocity,,HIP 86221 b,2.224,
2870,Transit,111.0,Kepler-53 b,18.6489525,2.89
2871,Transit,,K2-117 b,1.2916,2.03
2872,Radial Velocity,7505.2,HD 80913 b,10839.83341,
2873,Radial Velocity,,HD 195019 b,18.20132,
2874,Radial Velocity,,ups And d,1276.46,
2875,Radial Velocity,,HD 105779 b,2412.0,
2876,Radial Velocity,,16 Cyg B b,798.5,
2877,Radial Velocity,,ups And b,4.617033,
2878,Radial Velocity,14.6,GJ 876 e,124.26,
2879,Radial Velocity,,HD 217107 b,7.12682,
2880,Radial Velocity,,HD 187123 b,3.0965828,
2881,Radial Velocity,,HD 187123 c,3810.0,
2882,Radial Velocity,,GJ 27.1 b,15.819,
2883,Radial Velocity,,GJ 160.2 b,5.2354,
2884,Radial Velocity,,GJ 180 c,24.329,
2885,Radial Velocity,,GJ 682 b,17.478,
2886,Radial Velocity,,GJ 682 c,57.32,
2887,Eclipse Timing Variations,,NY Vir c,8799.0,
2888,Radial Velocity,,HD 233832 b,2058.0,
2889,Transit,,Kepler-361 b,8.486616,1.45
2890,Transit,,Kepler-299 d,15.054786,1.86
2891,Transit,,Kepler-136 c,16.399235,1.99
2892,Transit,,Kepler-121 b,3.177422,2.34
2893,Transit,,Kepler-119 b,2.422082,3.6
2894,Transit,,Kepler-251 e,99.640161,2.77
2895,Transit,,Kepler-258 c,33.653079,3.61
2896,Transit,,Kepler-267 c,6.87745,2.13
2897,Transit,,Kepler-269 c,8.127899,1.69
2898,Imaging,3591.3,GU Psc b,,14.179
2899,Transit,,Kepler-783 c,7.05395,2.332
2900,Transit,,Kepler-1960 b,2.29794002,1.307
2901,Transit,,Kepler-1868 b,211.0339966,3.15
2902,Radial Velocity,,iot Dra b,510.8544,
2903,Imaging,2002.31896,YSES 2 b,,
2904,Transit,37.1,K2-280 b,19.89526,7.5
2905,Radial Velocity,6.83,GJ 876 d,1.93778,
2906,Transit,,Kepler-311 c,19.738286,1.43
2907,Transit,,Kepler-501 b,5.64067757,4.3
2908,Radial Velocity,222.481,V830 Tau b,4.927,
2909,Transit,,Kepler-1845 b,11.60649967,2.438
2910,Transit,,Kepler-1740 b,8.17240047,3.323
2911,Transit,,Kepler-1763 b,1.48028004,1.147
2912,Transit,,Kepler-1753 b,16.00460052,2.227
2913,Transit,,Kepler-1942 b,4.62604999,2.117
2914,Transit,,K2-398 b,6.393025,2.274
2915,Transit,,Kepler-1799 b,11.9296999,4.128
2916,Transit,942.0,TIC 172900988 b,200.452,11.25
2917,Transit,,Kepler-600 b,23.67517607,2.9
2918,Transit,,Kepler-641 b,9.48961571,1.85
2919,Transit,,Kepler-208 b,4.22864,1.63
2920,Transit,,Kepler-1832 b,3.13878989,1.227
2921,Transit,,Kepler-1730 b,13.81019974,4.485
2922,Radial Velocity,,HD 106252 b,1531.0,
2923,Transit,,Kepler-1955 b,14.26519966,1.167
2924,Transit,,Kepler-1713 b,18.01160049,1.717
2925,Radial Velocity,,HD 137496 c,479.9,
2926,Transit,,Kepler-580 b,8.22241966,2.57
2927,Transit,,Kepler-514 b,5.65179605,1.72
2928,Transit,,Kepler-132 b,6.178196,1.21
2929,Transit,,Kepler-1486 b,54.6495759,2.32
2930,Transit,,Kepler-590 b,5.85296257,4.02
2931,Transit,,Kepler-166 c,34.260281,2.38
2932,Transit,,Kepler-596 b,21.30022655,3.46
2933,Transit,,Kepler-1838 b,12.14680004,1.66
2934,Transit,,Kepler-137 c,18.735753,1.88
2935,Transit,,Kepler-523 b,5.83598311,1.96
2936,Transit,,Kepler-140 b,3.25427,1.61
2937,Transit,,Kepler-594 b,13.64618192,2.18
2938,Microlensing,15.5,KMT-2019-BLG-0953L b,,
2939,Microlensing,4.55,KMT-2021-BLG-1391L b,,
2940,Microlensing,61.27,KMT-2021-BLG-1372L b,,
2941,Microlensing,143.02278,KMT-2021-BLG-0748L b,,
2942,Microlensing,540.30829,MOA-2007-BLG-400L b,,
2943,Microlensing,60.3874,KMT-2019-BLG-1042L b,,
2944,Microlensing,5.19,KMT-2017-BLG-1003L b,,
2945,Microlensing,2.32,KMT-2016-BLG-1105L b,,
2946,Microlensing,2.48,OGLE-2019-BLG-1053L b,,
2947,Microlensing,16.3,OGLE-2018-BLG-0506L b,,
2948,Microlensing,1169.60854,OGLE-2014-BLG-0676L b,,
2949,Microlensing,4.08,KMT-2019-BLG-1367L b,,
2950,Microlensing,5.27,OGLE-2017-BLG-1806L b,,
2951,Transit,,Kepler-181 c,4.302149,1.99
2952,Microlensing,37.1,OGLE-2019-BLG-1492L b,,
2953,Imaging,4131.62,SR 12 AB c,,
2954,Microlensing,1287.20505,KMT-2019-BLG-1552L b,,
2955,Microlensing,5.59,KMT-2017-BLG-0428L b,,
2956,Transit,,Kepler-642 b,4.41745855,2.9
2957,Transit,,Kepler-244 b,4.311792,2.76
2958,Transit,,Kepler-1090 c,42.42720032,3.293
2959,Transit,,Kepler-1776 b,35.01190186,2.612
2960,Transit,,Kepler-461 b,8.31378306,2.58
2961,Transit,,Kepler-931 b,8.03755877,1.33
2962,Transit,,Kepler-1650 b,1.53818001,0.96
2963,Transit,,Kepler-1858 b,88.07160187,2.422
2964,Transit,,Kepler-1851 b,12.02289963,3.9
2965,Transit,,Kepler-1751 b,7.01731014,1.824
2966,Transit,,Kepler-1893 b,4.17936993,1.706
2967,Transit,,Kepler-1311 d,197.5110016,9.658
2968,Transit,,Kepler-1689 b,8.483,0.947
2969,Transit,,Kepler-1847 b,11.12969971,2.745
2970,Transit,,Kepler-1865 b,2.52400994,1.577
2971,Transit,,Kepler-1663 b,17.6046,3.304
2972,Transit,,Kepler-1073 d,2.50476003,1.488
2973,Transit,,K2-374 b,4.521953,1.593
2974,Transit,,KIC 8540376 c,75.2,2.4
2975,Transit,,K2-168 b,15.8523,1.86
2976,Microlensing,130.0,OGLE-2017-BLG-0406L b,,
2977,Transit,,Kepler-913 c,5.93911982,3.858
2978,Transit,,Kepler-1861 b,40.0306015,2.207
2979,Transit,,Kepler-1691 b,3.8482,1.835
2980,Transit,,Kepler-381 b,5.629021,0.99
2981,Transit,,Kepler-1889 b,37.30369949,2.944
2982,Radial Velocity,,HD 216520 b,35.45,
2983,Transit,,Kepler-1796 b,29.4557991,2.75
2984,Transit,,Kepler-1038 b,148.4603382,3.53
2985,Transit,,Kepler-1867 b,9.88735962,1.16
2986,Transit,,Kepler-1693 b,12.0999,1.289
2987,Radial Velocity,,GJ 887 c,21.789,
2988,Transit,,Kepler-1966 b,8.61742973,1.105
2989,Transit,,Kepler-1690 b,234.636,2.811
2990,Transit,,Kepler-1064 b,16.54080322,1.55
2991,Transit,,Kepler-141 b,3.107675,0.69
2992,Transit,,Kepler-994 b,1.15116651,1.6
2993,Transit,,Kepler-824 b,4.51436633,1.87
2994,Transit,,Kepler-1211 b,11.01816836,2.55
2995,Transit,,Kepler-333 b,12.551158,1.32
2996,Transit,,Kepler-841 b,124.4198398,5.23
2997,Transit,,Kepler-153 c,46.90232,2.53
2998,Transit,,Kepler-387 c,11.837549,0.89
2999,Transit,,Kepler-934 b,55.6738309,2.09
3000,Transit,,Kepler-317 b,5.524242,2.09
3001,Transit,,Kepler-280 b,2.139542,1.45
3002,Transit,,Kepler-388 c,13.297004,0.86
3003,Transit,,Kepler-238 d,13.233549,3.07
3004,Transit,,Kepler-241 c,36.065978,2.57
3005,Transit,,Kepler-1215 b,4.76703963,1.22
3006,Transit,,Kepler-1044 b,6.77408868,2.67
3007,Transit,,Kepler-66 b,17.815815,2.8
3008,Transit,,Kepler-1029 b,4.41769648,1.26
3009,Transit,,Kepler-965 b,134.2527298,3.38
3010,Transit,,Kepler-184 c,20.303005,1.97
3011,Transit,,Kepler-1333 b,109.6471842,2.81
3012,Transit,,Kepler-342 b,15.170318,2.25
3013,Transit,,Kepler-836 b,11.36112327,2.73
3014,Transit,,Kepler-1337 b,24.4002549,2.41
3015,Transit,,Kepler-292 c,3.715335,1.47
3016,Transit,,Kepler-789 b,8.63847725,2.12
3017,Transit,,Kepler-245 e,3.21982106,1.75
3018,Transit,,Kepler-988 b,17.76080053,2.07
3019,Transit,,Kepler-351 c,57.24809,3.19
3020,Transit,,Kepler-920 b,6.53192704,2.42
3021,Transit,,Kepler-156 b,4.973456,2.3
3022,Transit,,Kepler-234 c,7.21205,3.51
3023,Transit,,Kepler-251 d,30.133001,2.77
3024,Transit,,Kepler-253 d,18.119869,3.17
3025,Transit,,K2-244 b,21.06884,1.75
3026,Transit,,K2-166 b,8.52695,2.19
3027,Radial Velocity,476.74261,HD 83443 c,8241.0,
3028,Radial Velocity,,HD 156668 b,4.6455,
3029,Transit,,K2-225 b,15.87209,3.49
3030,Transit,,K2-153 b,7.51574,2.0
3031,Transit,,K2-242 b,6.51389,2.54
3032,Transit,,K2-158 c,5.90279,1.28
3033,Transit,,K2-243 c,24.94598,2.01
3034,Transit,,K2-246 b,5.76918,3.49
3035,Transit,,K2-247 b,2.25021,2.12
3036,Transit,,K2-248 b,7.17256,2.57
3037,Transit,,K2-250 b,4.01457,2.44
3038,Transit,,K2-254 b,4.09639,1.63
3039,Transit,,K2-254 c,12.11839,2.19
3040,Transit,,K2-255 b,1.96417,2.9
3041,Transit,,K2-258 b,19.0921,3.0
3042,Transit,,EPIC 206024342 b,4.50756,1.7
3043,Transit,,EPIC 206024342 d,14.647531,2.6
3044,Transit,,EPIC 206024342 c,0.911724,1.4
3045,Radial Velocity,,HD 83443 b,2.985628,
3046,Transit,,Kepler-1692 b,5.95966,1.112
3047,Orbital Brightness Modulation,,KIC 10068024 b,2.073549,
3048,Transit,,K2-396 b,0.673862,1.579
3049,Transit,,Kepler-1862 b,16.05730057,2.203
3050,Transit,,Kepler-324 b,4.385315,1.14
3051,Transit,,Kepler-324 e,13.97939968,2.039
3052,Transit,,Kepler-1610 b,8.70181574,1.61
3053,Transit,,K2-408 b,20.978959,1.677
3054,Transit,,Kepler-1488 c,6.15826988,1.652
3055,Transit,,Kepler-1754 b,8.19594955,2.44
3056,Transit,,Kepler-1514 c,10.514181,1.176
3057,Transit,,Kepler-1805 b,8.84794045,1.545
3058,Transit,,Kepler-1939 b,2.7906599,1.165
3059,Transit,,Kepler-598 b,3.70175428,1.5
3060,Transit,,Kepler-1830 b,56.49330139,3.33
3061,Transit,,Kepler-1312 b,5.44832529,2.1
3062,Transit,,Kepler-487 b,15.3587684,11.42
3063,Transit,,Kepler-1824 b,95.61100006,2.381
3064,Transit,,Kepler-1764 b,70.46829987,4.555
3065,Transit,,Kepler-1783 b,8.27744007,1.319
3066,Transit,,Kepler-1696 b,65.9409,2.81
3067,Transit,,Kepler-1729 b,4.22097015,3.894
3068,Transit,,Kepler-1718 b,135.1880035,2.569
3069,Transit,,Kepler-1912 b,6.05921984,1.357
3070,Transit,,Kepler-534 b,15.95994513,2.24
3071,Transit,,Kepler-1680 b,8.77424,1.36
3072,Transit,,Kepler-1898 b,4.76562023,0.934
3073,Transit,,Kepler-1666 c,40.7157,3.236
3074,Transit,,Kepler-1743 b,7.64971018,1.599
3075,Transit,,Kepler-1929 b,59.36249924,3.073
3076,Transit,,Kepler-1820 b,31.03249931,3.119
3077,Transit,,Kepler-1800 b,4.56202984,0.997
3078,Transit,,Kepler-1165 b,9.478522,1.55
3079,Transit,,Kepler-1873 b,0.558842,1.626
3080,Transit,,Kepler-1922 b,13.22259998,2.291
3081,Transit,,Kepler-1719 b,6.14955997,3.95
3082,Transit,,Kepler-1897 b,24.22030067,2.814
3083,Transit,,Kepler-1795 b,13.36019993,1.663
3084,Transit,,Kepler-1815 b,12.19139957,2.749
3085,Transit,,Kepler-1165 c,29.96870041,3.361
3086,Transit,,Kepler-1846 b,14.82009983,1.764
3087,Transit,,Kepler-1881 b,159.3939972,2.981
3088,Transit,,Kepler-1315 b,0.84338011,1.38
3089,Transit,,Kepler-1853 b,48.88819885,1.519
3090,Transit,,Kepler-1953 b,6.24565983,1.286
3091,Radial Velocity,,BD+55 362 b,265.59,
3092,Radial Velocity,,HD 96992 b,514.0,
3093,Transit,,Kepler-1779 b,16.34359932,3.033
3094,Transit,,Kepler-1734 b,6.7968502,3.089
3095,Transit,,Kepler-1676 b,29.9221,3.377
3096,Transit,,Kepler-633 c,23.78319931,2.296
3097,Transit,,Kepler-1860 b,12.73719978,1.139
3098,Transit,2.23,KOI-1831 d,34.169,1.13
3099,Radial Velocity,,BD+45 564 b,307.88,
3100,Transit,,Kepler-1835 b,11.96409988,3.534
3101,Radial Velocity,,HD 68988 c,16000.0,
3102,Transit,,Kepler-1468 d,19.59059906,3.332
3103,Transit,,Kepler-1927 b,73.75039673,3.406
3104,Transit,,Kepler-1701 b,169.134,2.222
3105,Transit,,Kepler-1962 b,7.99145985,1.215
3106,Transit,,Kepler-1755 b,24.81209946,5.917
3107,Transit,,Kepler-1679 b,9.75376,2.069
3108,Transit,,Kepler-1852 b,7.97094011,1.886
3109,Transit,,Kepler-1923 b,52.60969925,1.96
3110,Transit,,Kepler-1870 b,3.60694003,2.101
3111,Transit,,Kepler-1841 b,25.88599968,1.489
3112,Transit,,Kepler-1756 b,2.35575008,1.472
3113,Transit,,Kepler-1836 b,5.25416994,2.553
3114,Transit,,Kepler-1793 b,8.77999973,3.79
3115,Radial Velocity,,HD 107148 b,48.056,
3116,Transit,20.6,NGTS-4 b,1.3373508,3.18
3117,Radial Velocity,,HD 107148 c,18.3267,
3118,Transit,,Kepler-647 c,29.6663,4.001
3119,Imaging,3496.11248,HD 203030 b,,14.46
3120,Transit,3.3,Kepler-595 c,12.38602,1.009
3121,Transit,,Kepler-1822 b,22.13339996,2.648
3122,Transit,,Kepler-1855 b,0.72733098,1.216
3123,Transit,,Kepler-1879 b,10.61340046,2.065
3124,Transit,,Kepler-1073 b,8.67888593,2.3
3125,Transit,,Kepler-1910 b,5.68876982,1.184
3126,Transit,,Kepler-1794 b,9.76298046,1.794
3127,Transit,,Kepler-1906 b,7.36268997,2.776
3128,Radial Velocity,,GJ 411 b,12.9394,
3129,Transit,,Kepler-1920 b,30.2541008,2.954
3130,Transit,,Kepler-1926 b,42.87770081,2.315
3131,Transit,,Kepler-1789 b,80.23190308,2.831
3132,Transit,,Kepler-196 c,47.427737,2.24
3133,Transit,,Kepler-196 d,122.0800018,2.661
3134,Transit,,Kepler-1902 b,3.82222009,1.176
3135,Transit,,Kepler-1892 b,6.33123016,1.837
3136,Transit,,Kepler-1746 b,321.2120056,8.935
3137,Transit,,Kepler-1918 b,47.0564003,2.298
3138,Transit,,Kepler-1909 b,2.39160991,1.092
3139,Transit,,Kepler-1825 b,1.02586997,1.422
3140,Transit,,Kepler-1266 b,28.474748,2.58
3141,Transit,,Kepler-1904 b,4.57702017,1.39
3142,Transit,,Kepler-1946 b,3.0351901,2.488
3143,Transit,,Kepler-1924 b,15.33170033,2.654
3144,Transit,,Kepler-1780 b,109.4449997,3.606
3145,Transit,,Kepler-1949 b,2.20828009,2.22
3146,Transit,,Kepler-1787 b,39.31370163,2.319
3147,Transit,,Kepler-716 b,10.37168453,2.9
3148,Transit,,Kepler-1931 b,38.5760994,2.653
3149,Transit,,K2-396 c,25.76051,3.124
3150,Transit,,Kepler-1937 b,9.68859959,3.023
3151,Transit,,Kepler-1760 b,38.3260994,2.29
3152,Transit,,Kepler-1831 b,5.78387022,1.97
3153,Transit,,Kepler-1752 b,56.35850143,4.541
3154,Transit,,Kepler-1903 b,17.0678997,2.286
3155,Transit,,Kepler-1770 b,16.84189987,2.841
3156,Transit,,Kepler-1778 b,10.08740044,3.017
3157,Transit,,Kepler-1685 b,20.4905,2.577
3158,Orbital Brightness Modulation,,KIC 8121913 b,3.294601,
3159,Transit,,Kepler-1782 b,5.75622988,2.229
3160,Transit,,Kepler-1038 c,7.1276598,1.416
3161,Transit,,Kepler-1891 b,4.02229023,1.521
3162,Transit,,Kepler-1702 b,18.5012,1.602
3163,Transit,,KIC 8540376 b,31.8099,4.1
3164,Transit,,Kepler-607 c,39.67679977,2.76
3165,Transit,,Kepler-1784 b,13.59049988,2.799
3166,Transit,,Kepler-1207 b,13.68237119,1.62
3167,Radial Velocity,,BD-11 4672 c,74.2,
3168,Transit,,Kepler-1768 b,15.13589954,2.233
3169,Transit,,Kepler-1721 b,4.59238005,3.119
3170,Radial Velocity,,HD 99109 b,439.29999,
3171,Transit,,Kepler-1773 b,40.80970001,3.505
3172,Transit,,Kepler-1073 c,4.02582254,1.64
3173,Transit,,Kepler-1678 b,147.974,3.304
3174,Transit,,Kepler-418 c,12.21829987,5.221
3175,Transit,,Kepler-1727 b,9.02929974,3.173
3176,Transit,,Kepler-1944 b,9.84257984,2.76
3177,Transit,,Kepler-1961 b,5.6047101,1.619
3178,Transit,,Kepler-1933 b,4.94329023,1.18
3179,Transit,,Kepler-1811 b,76.42230225,3.848
3180,Transit,,Kepler-1827 b,3.70061994,1.856
3181,Radial Velocity,,HD 22496 b,5.09071,
3182,Transit,,Kepler-1901 b,3.48412991,1.474
3183,Transit,,Kepler-1674 b,62.5611,3.206
3184,Transit,,Kepler-1837 b,5.90608978,2.067
3185,Transit,,Kepler-1790 b,31.58889961,3.145
3186,Transit,,Kepler-1668 b,15.434,4.348
3187,Transit,,Kepler-1666 b,25.8476,2.883
3188,Transit,,Kepler-1905 b,3.42392993,1.446
3189,Transit,,Kepler-1684 b,47.7055,2.871
3190,Transit,,Kepler-1681 b,69.8956,2.553
3191,Transit,,Kepler-1774 b,59.77080154,3.182
3192,Transit,,Kepler-598 c,86.4945,3.024
3193,Transit,,Kepler-1932 b,0.52417702,1.515
3194,Transit,,Kepler-27 d,6.54628992,2.706
3195,Transit,,Kepler-1312 c,1.11611998,1.027
3196,Transit,,Kepler-487 d,2.41839004,2.775
3197,Transit,,Kepler-1888 b,11.39169979,1.326
3198,Transit,,Kepler-1686 b,9.30987,1.426
3199,Transit,,Kepler-1884 b,8.98832035,1.814
3200,Transit,,Kepler-1882 b,13.78730011,1.487
3201,Transit,,Kepler-1900 b,2.9862299,1.623
3202,Transit,,Kepler-1321 c,2.22649109,2.4
3203,Transit,,Kepler-616 b,9.99761851,2.43
3204,Transit,,Kepler-616 c,90.4113556,3.41
3205,Radial Velocity,,HD 124330 b,270.66,
3206,Radial Velocity,,HD 331093 b,621.62,
3207,Transit,,Kepler-1720 b,12.70639992,3.216
3208,Radial Velocity,,HD 164922 c,75.74,
3209,Radial Velocity,,HD 164922 d,12.458,
3210,Radial Velocity,,HD 168009 b,15.1479,
3211,Radial Velocity,,GJ 740 b,2.37756,
3212,Transit,,Kepler-1907 b,5.65245008,0.87
3213,Transit,,Kepler-1757 b,19.65640068,2.947
3214,Transit,,Kepler-1913 b,14.1960001,1.519
3215,Transit,,Kepler-1067 c,5.4258399,1.747
3216,Transit,,Kepler-1940 b,4.95061016,1.547
3217,Transit,,Kepler-1833 b,6.8921299,1.3
3218,Radial Velocity,,HD 164922 e,41.763,
3219,Radial Velocity,,HD 164922 b,1207.0,
3220,Radial Velocity,,HD 216520 c,154.43,
3221,Radial Velocity,,GJ 887 b,9.262,
3222,Transit,,Kepler-589 c,3.52466011,1.117
3223,Transit,,Kepler-529 b,1.98035766,1.86
3224,Transit,,Kepler-1839 b,5.05675983,1.949
3225,Transit,,Kepler-385 b,10.043686,2.73
3226,Transit,31.46517,HATS-37 A b,4.3315366,6.793
3227,Transit,,Kepler-1739 b,7.34370995,2.431
3228,Transit,,K2-357 b,16.3488637,3.72
3229,Transit,,K2-374 c,16.43445,2.213
3230,Transit,,K2-264 b,5.840002,2.231
3231,Transit,,Kepler-1530 b,2.5904434,1.64
3232,Transit,,Kepler-1530 c,5.3227406,1.65
3233,Transit,,K2-376 b,5.776475,1.736
3234,Radial Velocity,,HD 3765 b,1211.0,
3235,Radial Velocity,,HD 24040 c,515.4,
3236,Radial Velocity,,HD 24040 b,3668.0,
3237,Radial Velocity,,HD 29021 b,1362.3,
3238,Radial Velocity,,GJ 480 b,9.567,
3239,Radial Velocity,,BD-00 4475 b,723.2,
3240,Imaging,4131.79,2MASS J01033563-5515561 AB b,,
3241,Transit,,K2-355 b,5.7385647,2.25
3242,Transit,,K2-184 b,16.9780102,1.47
3243,Transit,7.49,K2-146 c,4.00498,2.19
3244,Transit,,K2-407 c,9.22453,1.36
3245,Transit,,Kepler-1810 b,101.1330032,3.918
3246,Transit,,Kepler-1871 b,1.95270002,2.422
3247,Radial Velocity,,HD 211403 b,223.8,
3248,Transit,,K2-264 c,19.660302,2.668
3249,Transit,,Kepler-1693 c,5.36370993,0.977
3250,Transit,,Kepler-1767 b,59.65829849,3.013
3251,Transit,,Kepler-1916 b,31.25429916,2.618
3252,Transit,,Kepler-1798 b,16.85589981,2.309
3253,Transit,,Kepler-370 b,4.57953,1.59
3254,Transit,,Kepler-373 c,16.725948,1.24
3255,Transit,,Kepler-42 c,0.45328509,0.73
