,disc_year,discoverymethod,pl_name,pl_orbper,pl_rade
1453,2014,Transit,Kepler-197 c,10.349695,1.23
1454,2016,Transit,Kepler-1546 b,19.5974971,3.13
1455,2016,Transit,Kepler-1524 b,70.9674603,3.54
1456,2014,Transit,Kepler-316 c,6.827766,1.16
1457,2016,Transit,Kepler-875 b,27.5073799,2.9
1458,2016,Transit,Kepler-544 b,21.41616926,2.12
1459,2016,Transit,Kepler-1167 b,1.00393374,1.71
1460,2016,Transit,Kepler-1405 b,28.2274184,3.96
1461,2016,Transit,Kepler-255 d,1.04562266,1.32
1462,2016,Transit,Kepler-968 b,3.69298373,2.0
1463,2016,Transit,Kepler-1519 b,240.7989397,7.06
1464,2016,Transit,Kepler-1367 b,1.57409027,0.92
1465,2014,Transit,Kepler-327 b,2.549575,1.11
1466,2023,Transit,TIC 279401253 b,76.8,11.209
1467,2022,Radial Velocity,TOI-1634 c,103.0,
1468,2020,Transit,AU Mic b,8.46308,3.957
1469,2024,Transit,TOI-4336 A b,16.336334,2.12
1470,2020,Transit,NGTS-11 b,35.45533,9.158
1471,2024,Transit,TIC 139270665 b,23.624,7.23
1472,2024,Transit,TOI-815 c,34.976145,2.62
1473,2024,Transit,TIC 365102760 b,4.21285367,6.21
1474,2016,Transit,Kepler-1170 b,9.98969327,2.41
1475,2011,Transit,Kepler-45 b,2.455239,10.76
1476,2014,Transit,Kepler-97 b,2.58664,1.48
1477,2014,Transit,Kepler-175 b,11.903515,2.56
1478,2016,Transit,Kepler-1148 b,1.10446351,1.69
1479,2021,Transit,Kepler-1825 b,1.02586997,1.422
1480,2016,Transit,Kepler-874 b,40.0686727,3.94
1481,2023,Transit,Kepler-864 c,2.42150341,1.62
1482,2014,Transit,Kepler-222 c,10.08881,4.64
1483,2023,Transit,Kepler-1491 c,61.569765,2.44
1484,2014,Transit,Kepler-402 b,4.028751,1.22
1485,2016,Transit,Kepler-863 b,15.59461874,2.9
1486,2016,Transit,Kepler-1238 b,4.14787559,1.93
1487,2014,Transit,Kepler-170 c,16.665863,2.86
1488,2016,Transit,Kepler-716 b,10.37168453,2.9
1489,2024,Transit,TIC 46432937 b,1.44044527,13.316
1490,2021,Transit,Kepler-1902 b,3.82222009,1.176
1491,2016,Transit,Kepler-917 b,2.97041437,1.91
1492,2023,Transit,TOI-2015 b,3.348968,3.39
1493,2010,Transit,Qatar-1 b,1.4200242,12.812
1494,2008,Transit,WASP-14 b,2.24375,15.468
1495,2012,Transit,WASP-78 b,2.17518,21.633
1496,2012,Transit,HAT-P-40 b,4.45724,17.038
1497,2014,Transit,WASP-100 b,2.84938,14.908
1498,2019,Transit Timing Variations,WASP-18 c,2.1558,
1499,2012,Radial Velocity,GJ 667 C b,7.203,
1500,2011,Transit,HAT-P-34 b,5.452654,13.417
1501,2007,Transit,HAT-P-6 b,3.85298,16.589
1502,2007,Transit,XO-3 b,3.19154,15.805
1503,2014,Transit,KELT-6 b,7.8457,14.572
1504,2016,Transit,WASP-121 b,1.27492504,19.649
1505,2012,Transit,WASP-59 b,7.919585,8.687
1506,2009,Transit,WASP-18 b,0.94145223,13.899
1507,2024,Imaging,2MASS J03590986+2009361 b,,
1508,2011,Transit,CoRoT-18 b,1.9000693,14.68
1509,2024,Imaging,G 196-3 b,,
1510,2024,Imaging,2MASS J11011926-7732383 b,,
1511,2024,Imaging,HIP 77900 b,,
1512,2024,Imaging,2MASS J11550485-7919108 b,,
1513,2024,Imaging,2MASS J21252752-8138278 b,,
1514,2015,Transit,K2-21 c,15.50192,2.49
1515,2016,Transit,HATS-27 b,4.637038,16.814
1516,2016,Transit,WASP-130 b,11.55098,9.976
1517,2018,Transit,WASP-168 b,4.153658,16.814
1518,2018,Transit,WASP-161 b,5.4060425,12.812
1519,2018,Transit,HATS-62 b,3.2768837,11.825
1520,2018,Transit,HATS-66 b,3.1414391,15.816
1521,2013,Radial Velocity,WASP-8 c,4323.0,
1522,2008,Imaging,FU Tau b,,
1523,2014,Radial Velocity,XO-2 S c,120.8,
1524,2017,Transit,Kepler-1651 b,9.87863917,1.84
1525,2008,Transit,WASP-11 b,3.72247,12.442
1526,2016,Transit,Kepler-1134 b,17.13263989,2.64
1527,2014,Radial Velocity,XO-2 S b,18.157,
1528,2007,Transit,XO-2 N b,2.61586178,11.131
1529,2018,Transit,HATS-69 b,2.2252577,10.593
1530,2016,Transit,Kepler-542 b,13.14497566,1.57
1531,2016,Transit,Kepler-577 b,25.69578251,2.55
1532,2016,Transit,Kepler-1530 c,5.3227406,1.65
1533,2016,Transit,Kepler-737 b,28.59915399,1.96
1534,2014,Radial Velocity,Kepler-407 c,3000.0,
1535,2016,Transit,Kepler-589 b,16.54964934,2.27
1536,2018,Transit,HATS-65 b,3.105161,16.825
1537,2014,Transit,Kepler-260 b,8.187399,2.01
1538,2016,Transit,Kepler-1074 b,5.94566534,1.25
1539,2020,Transit,HD 108236 d,14.175685,2.539
1540,2010,Transit,HAT-P-14 b,4.62767,15.917
1541,2014,Transit,Kepler-249 d,15.368459,1.57
1542,2016,Transit,Kepler-929 b,0.92103214,1.11
1543,2014,Transit,Kepler-235 b,3.340222,2.23
1544,2014,Transit,Kepler-202 b,4.069427,1.63
1545,2021,Transit,Kepler-1928 b,19.57783,1.992
1546,2021,Transit,Kepler-1800 b,4.56202984,0.997
1547,2013,Transit,Kepler-68 c,9.605027,0.979
1548,2023,Transit,Kepler-58 e,4.45814897,1.61
1549,2024,Radial Velocity,Barnard b,3.1533,
1550,2018,Transit,HATS-60 b,3.560829,12.924
1551,2018,Transit,HATS-67 b,1.6091788,18.887
1552,2018,Transit,HATS-68 b,3.5862202,13.809
1553,2016,Transit,Kepler-538 b,81.73778,2.215
1554,2010,Transit,Kepler-11 b,10.3039,1.8
1555,2012,Transit,Kepler-49 b,7.2,2.579
1556,2016,Transit,Kepler-1614 b,3.9466141,1.49
1557,2014,Transit,Kepler-220 d,28.122397,0.98
1558,2023,Transit,Kepler-416 d,3.07644709,1.61
1559,2014,Transit,Kepler-302 c,127.282184,12.45
1560,2012,Transit,Kepler-81 b,5.955,2.42
1561,2016,Transit,Kepler-1194 b,16.22371307,1.51
1562,2011,Transit,HAT-P-32 b,2.1500082,22.194
1563,2019,Transit,HAT-P-70 b,2.74432452,20.961
1564,2016,Transit,Kepler-548 b,4.45419434,11.99
1565,2020,Transit,HD 108236 e,19.590025,3.083
1566,2023,Transit,Kepler-1988 b,11.49500229,1.53
1567,2020,Transit,TOI-1130 c,8.3501898,13.0
1568,2005,Radial Velocity,HD 118203 b,6.134989,12.554
1569,2022,Transit,TOI-1181 b,2.103189,17.026
1570,2018,Transit,K2-265 b,2.36902,1.708
1571,2016,Transit,K2-98 b,10.1367349,5.066
1572,2016,Transit,Kepler-902 b,40.1099547,2.54
1573,2023,Transit,Kepler-1987 e,8.74292005,1.92
1574,2016,Transit,Kepler-610 c,151.86392,3.3
1575,2021,Transit,Kepler-1468 d,19.59059906,3.332
1576,2016,Transit,Kepler-1606 b,196.435224,2.07
1577,2014,Transit,Kepler-241 c,36.065978,2.57
1578,2021,Transit,HD 108236 f,29.54115,2.017
1579,2016,Transit,Kepler-1449 b,13.2274528,1.68
1580,2020,Transit,HD 108236 b,3.795963,1.615
1581,2013,Radial Velocity,GJ 667 C e,62.24,
1582,2024,Transit,GJ 238 b,1.7446999,0.566
1583,2016,Transit,Kepler-1124 b,2.85234897,1.28
1584,2021,Transit,TOI-269 b,3.6977104,2.77
1585,2019,Transit,LP 791-18 b,0.9479981,1.212
1586,2020,Transit,TOI-677 b,11.2366,13.115
1587,2011,Transit,HAT-P-27 b,3.039577,11.43
1588,2011,Transit,WASP-35 b,3.16158,14.572
1589,2014,Transit,WASP-101 b,3.58572,16.029
1590,2011,Transit,HAT-P-31 b,5.00542,12.218
1591,2014,Transit,WASP-104 b,1.7554137,12.745
1592,2014,Radial Velocity,WASP-94 B b,2.00839,
1593,2011,Transit,HAT-P-35 b,3.646706,14.93
1594,2024,Microlensing,KMT-2023-BLG-1866L b,,
1595,2015,Transit,WASP-82 b,2.70579,18.159
1596,2014,Transit,WASP-95 b,2.18467,13.787
1597,2024,Transit,TOI-2981 b,3.601501,13.4
1598,2024,Transit Timing Variations,TOI-4562 c,3990.0,
1599,2019,Transit,L 98-59 b,2.2531136,0.85
1600,2015,Radial Velocity,HD 219134 f,22.717,1.31
1601,2016,Transit,WASP-138 b,3.634433,12.218
1602,2017,Transit,HATS-53 b,3.8537768,15.02
1603,2018,Transit,WASP-145 A b,1.7690381,10.088
1604,2019,Transit,Qatar-8 b,3.71495,14.404
1605,2019,Transit,WASP-169 b,5.6114118,14.617
1606,2024,Microlensing,OGLE-2016-BLG-1598L b,,
1607,2024,Microlensing,OGLE-2016-BLG-1800L b,,
1608,2024,Microlensing,MOA-2016-BLG-526L b,,
1609,2024,Microlensing,KMT-2016-BLG-2321L b,,
1610,2012,Transit,WASP-77 A b,1.36002854,13.787
1611,2014,Transit,WASP-68 b,5.0843,14.796
1612,2024,Transit,TOI-1751 b,37.46852,2.951
1613,2018,Transit,K2-225 b,15.8723,3.609
1614,2014,Transit,HAT-P-44 b,4.301219,13.922
1615,2014,Transit,WASP-117 b,10.02165,11.882
1616,2024,Transit,TOI-2714 b,2.499387,13.72
1617,2015,Transit,WASP-89 b,3.3564227,11.657
1618,2020,Transit,TOI-700 c,16.051137,2.6
1619,2020,Transit,HD 86226 c,3.98442,2.16
1620,2024,Transit,TOI-6255 b,0.23818244,1.079
1621,2016,Transit,Kepler-1608 b,16.4735686,1.73
1622,2016,Transit,Kepler-1154 b,5.1856142,2.34
1623,2015,Transit,Kepler-437 b,66.65062,2.14
1624,2016,Transit,Kepler-1427 b,0.96897238,1.1
1625,2016,Transit,Kepler-818 b,10.03538581,5.11
1626,2016,Transit,Kepler-477 b,11.11990653,2.07
1627,2021,Transit,Kepler-1900 b,2.9862299,1.623
1628,2014,Transit,Kepler-259 c,36.924931,2.7
1629,2016,Transit,Kepler-624 b,14.58649607,2.31
1630,2016,Transit,Kepler-676 b,11.59822172,3.04
1631,2016,Transit,Kepler-857 b,85.35129427,6.8
1632,2014,Transit,Kepler-221 c,5.690586,2.93
1633,2014,Transit,Kepler-118 b,7.518496,1.96
1634,2014,Transit,Kepler-390 b,6.738088,0.82
1635,2014,Transit,Kepler-325 c,12.762172,2.54
1636,2016,Transit,Kepler-1532 b,1.09366356,1.35
1637,2016,Transit,Kepler-1030 b,19.32952416,2.48
1638,2023,Transit,EPIC 229004835 b,16.141132,2.332
1639,2018,Transit,K2-201 c,22.779878,3.286
1640,2022,Transit,K2-373 b,11.02066,2.061
1641,2018,Transit,K2-161 b,9.283188,6.117
1642,2016,Transit,K2-19 d,2.5081,1.11
1643,2010,Imaging,GSC 06214-00210 b,,
1644,2022,Transit,K2-391 b,4.622654,1.371
1645,2017,Transit,K2-137 b,0.179719,0.64
1646,2017,Transit,TRAPPIST-1 f,9.20754,1.045
1647,2022,Transit,K2-366 b,15.937039,2.359
1648,2016,Transit,K2-84 b,6.4215,2.41
1649,2016,Radial Velocity,Pr0211 c,4850.0,
1650,2016,Transit,K2-8 c,5.06416,2.41
1651,2016,Transit,K2-83 c,9.99767,1.483
1652,2018,Transit,K2-187 b,0.77401,1.2
1653,2022,Transit,K2-368 d,20.201085,1.948
1654,2010,Radial Velocity,HAT-P-17 c,5584.0,
1655,2022,Transit,K2-384 c,4.194766,1.191
1656,2018,Transit,K2-158 b,10.06049,2.64
1657,2018,Transit,K2-182 b,4.7369696,2.713
1658,2017,Transit,K2-115 b,20.2729914,11.803
1659,2018,Transit,K2-208 b,4.19097,1.675
1660,2022,Transit,K2-383 b,1.865962,1.564
1661,2018,Transit,K2-169 b,6.380803,1.273
1662,2022,Transit,K2-411 b,3.2141,0.99
1663,2016,Transit,K2-59 b,20.6921,2.41
1664,2018,Transit,K2-159 b,12.42205,2.26
1665,2017,Transit,K2-108 b,4.733999,5.33
1666,2018,Transit,K2-248 b,7.17256,2.57
1667,2016,Transit,Kepler-741 b,7.03902374,2.97
1668,2017,Transit,K2-130 b,2.49412,1.25
1669,2018,Transit,K2-191 b,2.858646,1.579
1670,2019,Transit,K2-294 b,2.50387,1.66
1671,2022,Transit,K2-388 b,6.339069,3.66
1672,2018,Transit,K2-207 b,12.48749,2.606
1673,2018,Transit,K2-168 b,15.8523,1.86
1674,2018,Transit,K2-173 b,5.868699,1.608
1675,2015,Transit,K2-15 b,11.8104,2.48
1676,2016,Transit,K2-354 b,3.793306,1.56
1677,2022,Transit,K2-413 b,0.8094,0.76
1678,2013,Transit,KOI-351 f,124.9144,2.88
1679,2023,Transit,Kepler-949 c,20.99757968,2.97
1680,2018,Transit,K2-154 c,7.95486,2.07
1681,2018,Transit,K2-189 c,6.679195,2.5
1682,2011,Transit,WASP-39 b,4.0552842,
1683,2018,Transit,K2-237 b,2.18053332,16.062
1684,2019,Transit,K2-146 c,4.00498,2.19
1685,2018,Transit,K2-233 d,24.3645,2.358
1686,2024,Imaging,ITG 15 b,,
1687,2022,Transit,K2-395 b,4.803352,2.597
1688,2009,Transit,CoRoT-5 b,4.0378962,15.558
1689,2017,Transit,Kepler-1649 b,8.689099,1.017
1690,2016,Transit,Kepler-1370 b,20.2641684,1.84
1691,2018,Transit,K2-226 b,3.27109,1.539
1692,2018,Transit,K2-250 b,4.01392,2.713
1693,2018,Transit,K2-221 b,2.399094,1.679
1694,2016,Transit,K2-85 b,0.684559,1.2
1695,2018,Transit,K2-254 b,4.09639,1.63
1696,2016,Transit,EPIC 220674823 b,0.571292,1.725
1697,2018,Transit,K2-185 b,10.616384,1.15
1698,2017,Transit,K2-133 c,4.86784,1.603
1699,2022,Transit,K2-414 b,4.3696,1.219
1700,2017,Transit,K2-111 b,5.3518,1.82
1701,2017,Transit,K2-121 b,5.1857539,7.52
1702,2018,Transit,K2-175 b,9.525988,2.038
1703,2022,Transit,K2-407 c,9.22453,1.36
1704,2016,Transit,Kepler-872 b,2.57885507,1.99
1705,2016,Transit,HD 3167 b,0.959641,1.67
1706,2018,Transit,WASP-147 b,4.60273,12.498
1707,2018,Transit,K2-199 b,3.2253993,1.73
1708,2017,Transit,K2-110 b,13.86375,2.592
1709,2018,Transit,K2-183 c,10.787992,2.3
1710,2022,Transit,K2-413 c,5.3301,1.233
1711,2018,Transit,pi Men c,6.26791,
1712,2017,Transit,K2-136 d,25.575,1.565
1713,2015,Transit,K2-12 b,8.28246,2.44
1714,2021,Transit,EPIC 206024342 d,14.647531,2.6
1715,2018,Transit,Wolf 503 b,6.00127,2.043
1716,2022,Transit,K2-397 b,3.572326,2.417
1717,2020,Transit,EPIC 249893012 b,3.5951,1.95
1718,2016,Transit,K2-37 c,6.42904,2.75
1719,2016,Transit,K2-74 b,19.5666,2.31
1720,2009,Transit,GJ 1214 b,1.58040453,2.733
1721,2018,Transit,K2-148 c,6.9226,1.73
1722,2018,Transit,K2-198 b,17.0428683,4.189
1723,2022,Transit,K2-372 b,9.844077,2.945
1724,2017,Transit,TRAPPIST-1 e,6.101013,0.92
1725,2016,Transit,K2-58 c,2.53726,1.62
1726,2016,Transit,K2-61 b,2.57302,2.48
1727,2018,Transit,K2-285 d,10.45582,2.48
1728,2020,Transit,TOI-700 d,37.42396,1.073
1729,2024,Transit,TOI-1279 b,9.61419,2.661
1730,2022,Transit,TOI-5542 b,75.12375,11.31
1731,2022,Transit,TOI-1136 e,18.801,
1732,2022,Transit,TOI-1136 b,4.1727,
1733,2014,Transit,WASP-99 b,5.75251,11.433
1734,2021,Transit,HD 5278 b,14.339156,2.45
1735,2016,Transit,WASP-133 b,2.176423,13.563
1736,2018,Transit,K2-171 b,5.628466,2.687
1737,2018,Transit,K2-184 b,16.9780102,1.47
1738,2020,Transit,EPIC 201170410.02,6.7987,1.047
1739,2016,Transit,K2-47 b,31.6372,1.89
1740,2015,Transit,K2-21 b,9.325038,1.84
1741,2016,Transit,K2-31 b,1.25785,11.882
1742,2016,Transit,WASP-114 b,1.5487743,15.009
1743,2024,Radial Velocity,CI Tau c,25.2,
1744,2022,Transit,K2-376 b,5.776475,1.736
1745,2015,Transit,K2-22 b,0.381073,2.3
1746,2018,Transit,K2-257 b,1.60588,0.83
1747,2022,Transit,K2-407 b,4.941907,1.283
1748,2024,Radial Velocity,HD 118203 c,5070.0,
1749,2016,Transit,K2-72 d,7.760178,1.01
1750,2006,Transit,HAT-P-1 b,4.46529976,14.785
1751,2014,Transit,Kepler-155 c,52.661793,2.24
1752,2021,Transit,Kepler-799 c,15.19419956,2.781
1753,2014,Transit,Kepler-249 c,7.113702,1.51
1754,2014,Transit,Kepler-186 b,3.8867907,1.07
1755,2016,Transit,Kepler-1590 b,7.61760804,1.14
1756,2021,Transit,Kepler-1853 b,48.88819885,1.519
1757,2021,Transit,Kepler-1926 b,42.87770081,2.315
1758,2016,Transit,Kepler-1423 b,23.955378,1.06
1759,2016,Transit,Kepler-1464 b,31.7785901,1.66
1760,2014,Transit,Kepler-331 c,17.28111,1.84
1761,2023,Transit,Kepler-1989 b,10.16102353,4.62
1762,2021,Transit,Kepler-1741 b,2.75759006,1.273
1763,2016,Transit,Kepler-718 b,2.0523499,16.56
1764,2021,Transit,Kepler-1753 b,16.00460052,2.227
1765,2016,Transit,Kepler-1393 b,2.44357812,0.8
1766,2014,Transit,Kepler-121 c,41.008011,2.27
1767,2016,Transit,Kepler-1136 b,2.36172433,1.64
1768,2014,Transit,Kepler-49 d,2.576549,1.6
1769,2016,Transit,Kepler-757 b,1.02267882,1.36
1770,2016,Transit,Kepler-1073 b,8.67888593,2.3
1771,2016,Transit,Kepler-1460 b,29.9633247,1.96
1772,2020,Transit,Kepler-1668 b,15.434,4.348
1773,2021,Transit,Kepler-1795 b,13.36019993,1.663
1774,2021,Transit,Kepler-1720 b,12.70639992,3.216
1775,2016,Transit,Kepler-981 b,4.46975774,2.31
1776,2013,Transit,KOI-351 c,8.719375,1.19
1777,2014,Transit,Kepler-319 c,6.941357,2.63
1778,2014,Transit,Kepler-244 c,9.767292,2.05
1779,2023,Transit,Kepler-1991 c,22.79020351,2.57
1780,2014,Transit,Kepler-312 c,19.747412,3.15
1781,2015,Transit,KIC 3558849 b,1322.3,6.9
1782,2023,Transit,Kepler-1518 c,9.6310258,2.9
1783,2011,Transit,Kepler-28 b,5.91,1.959
1784,2014,Transit,Kepler-333 b,12.551158,1.32
1785,2021,Transit,Kepler-1831 b,5.78387022,1.97
1786,2016,Transit,Kepler-436 c,16.79713874,2.33
1787,2016,Transit,K2-26 b,14.5665,2.67
1788,2016,Transit,WASP-157 b,3.951623,11.19
1789,2019,Transit,K2-292 b,16.9841,2.63
1790,2022,Transit,K2-412 b,5.9382,2.116
1791,2014,Transit,WASP-28 b,3.40883495,13.664
1792,2017,Transit,K2-116 b,4.655411,0.69
1793,2018,Radial Velocity,GJ 1265 b,3.6511,
1794,2018,Transit,K2-197 b,8.357881,2.56
1795,2016,Transit,Kepler-403 d,13.61159129,1.42
1796,2016,Transit,WASP-140 b,2.2359835,16.141
1797,2016,Transit,WASP-141 b,3.310651,13.563
1798,2016,Transit,K2-65 b,12.6475,1.58
1799,2018,Transit,K2-285 c,7.138048,3.53
1800,2015,Transit,K2-16 c,19.07863,2.54
1801,2016,Transit,K2-32 c,20.66093,3.134
1802,2019,Transit,EPIC 220554210 c,0.70531,1.6
1803,2018,Transit,K2-246 b,5.76918,3.49
1804,2018,Transit,K2-148 b,4.38395,1.33
1805,2017,Transit,K2-140 b,6.569188,13.563
1806,2016,Transit,K2-66 b,5.06963,2.49
1807,2018,Transit,K2-205 b,26.672263,1.996
1808,2015,Transit,K2-4 b,10.003417,2.1
1809,2017,Transit,K2-138 b,2.35309,1.51
1810,2017,Radial Velocity,NGC 2682 Sand 978 b,511.21,
1811,2017,Transit,WASP-81 b,2.7164762,16.018
1812,2016,Transit,HATS-12 b,3.142702,7.76
1813,2023,Transit,K2-416 b,13.102,2.66
1814,2016,Transit,K2-38 b,4.01593,1.655
1815,2018,Transit,K2-223 b,0.50557,0.89
1816,2018,Transit,K2-193 b,14.786889,3.95
1817,2015,Transit,K2-5 c,10.93241,2.26
1818,2016,Transit,K2-36 b,1.422614,1.43
1819,2022,Transit,K2-368 c,9.660186,1.361
1820,2017,Transit,Qatar-5 b,2.8792319,12.408
1821,2018,Transit,K2-179 b,5.172191,2.513
1822,2018,Transit,K2-199 c,7.3744897,2.85
1823,2018,Transit,K2-187 e,13.606629,1.9
1824,2022,Transit,K2-375 b,14.453895,2.243
1825,2018,Transit,K2-270 b,1.543069,1.38
1826,2022,Transit,K2-387 b,28.735327,7.322
1827,2017,Transit,WASP-167 b,2.0219596,17.71
1828,2019,Transit,K2-133 e,26.5841,1.73
1829,2017,Transit,KELT-19 A b,4.6117093,21.409
1830,2018,Transit,HATS-39 b,4.5776348,17.598
1831,2018,Transit,HATS-40 b,3.2642736,17.71
1832,2018,Transit,HATS-42 b,2.292102,15.693
1833,2018,Transit,K2-196 b,48.324222,3.6
1834,2017,Transit,K2-113 b,5.817685,12.14
1835,2019,Transit,K2-289 b,13.156969,9.1
1836,2018,Transit,K2-270 c,4.400028,2.95
1837,2016,Transit,K2-34 b,2.9956348,13.75
1838,2019,Transit,EPIC 201615463 c,3.80464,1.22
1839,2017,Transit,K2-132 b,9.1751,14.572
1840,2015,Transit,K2-14 b,8.36802,4.81
1841,2016,Transit,K2-38 c,10.56103,2.49
1842,2014,Transit,Kepler-292 f,20.834237,2.35
1843,2016,Transit,Kepler-1089 b,5.13248562,1.83
1844,2014,Transit,Kepler-284 b,12.699149,2.24
1845,2016,Transit,K2-81 b,6.102325,1.97
1846,2018,Transit,K2-233 c,7.06005,1.281
1847,2017,Transit,K2-131 b,0.3693038,1.69
1848,2022,Transit,K2-390 b,3.312792,4.662
1849,2022,Transit,K2-414 c,6.669,1.929
1850,2022,Transit,K2-389 c,20.851337,2.04
1851,2016,Transit,K2-33 b,5.424865,5.04
1852,2018,Transit,K2-243 c,24.94598,2.01
1853,2018,Transit,K2-202 b,3.405164,2.302
1854,2016,Transit,K2-87 b,9.726618,7.6
1855,2020,Transit,K2-325 b,6.93,2.2
1856,2018,Transit,K2-201 b,1.05979,1.4
1857,2024,Transit,TOI-907.01,4.5849129,9.616
1858,2017,Transit,K2-119 b,7.727283,2.53
1859,2015,Transit,Kepler-449 b,12.58242,2.056
1860,2014,Transit,Kepler-314 c,5.960392,2.9
1861,2019,Transit,EPIC 212737443 b,13.603,2.586
1862,2018,Transit,K2-146 b,2.6446,2.05
1863,2023,Transit,TOI-2095 c,28.17232,1.33
1864,2024,Transit,TOI-5082.01,4.240122,2.548
1865,2024,Transit,TOI-5388.01,2.594675,1.894
1866,2015,Transit,K2-10 b,19.3044,3.84
1867,2018,Transit,K2-185 c,52.713494,2.39
1868,2018,Transit,K2-154 b,3.67626,1.99
1869,2018,Transit,K2-240 b,6.034,2.0
1870,2017,Transit,K2-138 f,12.75758,2.904
1871,2012,Transit,WASP-79 b,3.662392,17.15
1872,2018,Transit,K2-223 c,4.562546,1.5
1873,2018,Transit,K2-258 b,19.0921,3.0
1874,2022,Transit,K2-381 c,16.034656,2.0
1875,2018,Transit,K2-177 b,14.155185,2.116
1876,2016,Transit,K2-100 b,1.6739035,3.88
1877,2018,Transit,K2-166 b,8.52695,2.19
1878,2022,Radial Velocity,HD 3167 e,96.63,
1879,2020,Transit,K2-316 b,1.133,1.33
1880,2023,Transit,TOI-913 b,11.098644,2.453
1881,2020,Transit,K2-318 b,7.01,1.66
1882,2018,Radial Velocity,HD 75784 c,7900.0,
1883,2019,Transit,EPIC 206042996 b,5.2986,1.7
1884,2018,Transit,K2-219 d,11.137278,2.576
1885,2016,Transit,K2-37 b,4.44117,1.61
1886,2022,Transit,K2-403 b,33.589979,5.333
1887,2021,Transit,EPIC 206042996 c,0.354884,1.2
1888,2017,Transit,K2-123 b,30.951524,2.76
1889,2018,Transit,K2-245 b,11.89307,4.34
1890,2016,Transit,K2-95 b,10.1346454,3.31
1891,2018,Transit,K2-165 d,14.101361,2.648
1892,2024,Transit,HD 73344 b,15.611,2.884
1893,2018,Transit,K2-188 c,7.810253,2.83
1894,2019,Transit,WASP-178 b,3.3448285,20.288
1895,2020,Transit,HIP 67522 b,6.9594731,9.987
1896,2021,Transit,AU Mic c,18.85969,2.522
1897,2014,Transit,Kepler-138 c,13.7815,1.51
1898,2014,Transit,Kepler-181 c,4.302149,1.99
1899,2020,Transit,Kepler-1679 b,9.75376,2.069
1900,2014,Radial Velocity,Kepler-94 c,820.3,
1901,2014,Transit,Kepler-229 c,16.068638,4.92
1902,2020,Transit,TOI-892 b,10.62656,11.994
1903,2019,Transit,V1298 Tau c,8.24958,5.59
1904,2016,Transit,Kepler-1473 b,14.4273551,1.19
1905,2014,Transit,Kepler-142 b,2.024152,1.99
1906,2020,Radial Velocity,GJ 229 A c,121.93268,
1907,2023,Transit,HD 63433 d,4.209075,1.073
1908,2016,Transit,K2-75 c,18.311,2.77
1909,2020,Transit,HD 63433 b,7.1079384,2.164
1910,2017,Transit,K2-128 b,5.675819,1.42
1911,2022,Radial Velocity,GJ 1002 b,10.3465,
1912,2018,Transit,K2-183 b,0.469285,1.1
1913,2018,Transit,K2-273 b,11.7195663,3.05
1914,2017,Transit,K2-138 d,5.40479,2.39
1915,2014,Transit,Kepler-125 c,5.774464,0.74
1916,2016,Transit,Kepler-627 b,40.6994443,3.73
1917,2014,Transit,Kepler-227 c,54.418694,3.04
1918,2013,Transit,Kepler-69 c,242.4613,1.71
1919,2014,Transit,Kepler-281 b,14.646008,2.82
1920,2013,Transit,KOI-351 b,7.008151,1.31
1921,2019,Transit,WASP-177 b,3.071722,17.71
1922,2019,Transit,Qatar-10 b,1.645321,17.295
1923,2019,Transit,HATS-58 A b,4.2180896,12.274
1924,2019,Transit,WASP-175 b,3.0652907,13.54
1925,2019,Transit,WASP-192 b,2.8786765,13.787
1926,2023,Transit,LP 791-18 d,2.753436,1.032
1927,2019,Transit,LP 791-18 c,4.9899093,2.438
1928,2020,Transit,TOI-824 b,1.392978,2.926
1929,2021,Transit,TOI-2406 b,3.0766891,2.86
1930,2016,Transit,Kepler-810 b,4.59725385,1.93
1931,2016,Transit,K2-99 b,18.251985,11.73
1932,2019,Transit,EPIC 206317286 b,1.58252,0.96
1933,2019,Transit,EPIC 205950854 c,8.050722,1.31
1934,2018,Transit,K2-274 b,14.1330314,2.08
1935,2022,Transit,TOI-1759 b,18.85019,3.14
1936,2016,Transit,Kepler-806 b,8.09219642,1.14
1937,2022,Transit,K2-384 f,13.62749,2.222
1938,2018,Transit,K2-162 b,9.45889,1.44
1939,2014,Transit,Kepler-250 c,7.156804,2.28
1940,2014,Transit,Kepler-247 c,9.439452,4.09
1941,2016,Transit,Kepler-798 b,13.71933369,2.39
1942,2014,Transit,Kepler-342 d,39.459357,2.49
1943,2016,Transit,Kepler-1452 b,42.913751,2.7
1944,2016,Transit,Kepler-679 b,12.39358604,3.01
1945,2014,Transit,Kepler-378 c,28.906009,0.7
1946,2023,Transit,HIP 9618 c,52.56363,3.429
1947,2020,Transit,TOI-564 b,1.651144,11.433
1948,2020,Transit,TOI-451 b,1.858703,1.91
1949,2022,Transit,K2-367 b,20.645099,2.413
1950,2018,Transit,K2-278 b,3.334966,2.98
1951,2016,Transit,K2-102 b,9.915615,1.3
1952,2018,Transit,K2-186 b,41.474219,3.172
1953,2021,Transit,TOI-530 b,6.387597,9.303
1954,2022,Transit,TOI-2570 b,2.9887615,13.641
1955,2020,Transit,HD 332231 b,18.712024,9.073
1956,2018,Transit,WASP-173 A b,1.38665318,13.451
1957,2021,Transit,K2-356 b,21.0267366,2.29
1958,2018,Transit,K2-229 c,8.32727,2.03
